?You are never too old to set another goal or to dream a new dream.?;Malala Yousafzai;https://images5.alphacoders.com/385/thumbbig-385820.webp
?At the end of the day, whether or not those people are comfortable with how you?re living your life doesn?t matter. What matters is whether you?re comfortable with it.?;Dr. Phil;http://static.demilked.com/wp-content/uploads/2020/08/5f461629ca07a-With-cardboard-cutouts-Im-trying-to-take-sunset-silhouettes-to-the-next-level-5f3ead5765501__880.jpg
?People tell you the world looks a certain way. Parents tell you how to think. Schools tell you how to think. TV. Religion. And then at a certain point, if you?re lucky, you realize you can make up your own mind. Nobody sets the rules but you. You can design your own life.?;Carrie Ann Moss;https://c4.wallpaperflare.com/wallpaper/915/468/47/watching-the-sunset-wallpaper-preview.jpg
?For me, becoming isn?t about arriving somewhere or achieving a certain aim. I see it instead as forward motion, a means of evolving, a way to reach continuously toward a better self. The journey doesn?t end.?;Michelle Obama;https://images8.alphacoders.com/459/thumbbig-459797.webp
?Spread love everywhere you go.?;Mother Teresa;https://i.pinimg.com/originals/f7/5f/49/f75f4952f4a61e286e41e570b5869361.png
?Do not allow people to dim your shine because they are blinded. Tell them to put some sunglasses on.?;Lady Gaga;https://i.pinimg.com/736x/a2/34/6d/a2346d13aa0da174f6bf287500445ba5--lady-gaga-meat-meat-dress.jpg
?If you make your internal life a priority, then everything else you need on the outside will be given to you and it will be extremely clear what the next step is.?;Gabrielle Bernstein;https://c4.wallpaperflare.com/wallpaper/915/468/47/watching-the-sunset-wallpaper-preview.jpg
?You don?t always need a plan. Sometimes you just need to breathe, trust, let go and see what happens.?;Mandy Hale;https://images8.alphacoders.com/459/thumbbig-459797.webp
?You can be everything. You can be the infinite amount of things that people are.?;Kesha;https://c.wallhere.com/photos/e8/40/lego_legography_starwars_snowtrooper_snow_stormtrooper-928555.jpg!d
?What lies behind you and what lies in front of you, pales in comparison to what lies inside of you.?;Ralph Waldo Emerson;https://i.pinimg.com/originals/f7/5f/49/f75f4952f4a61e286e41e570b5869361.png
?I want to be in the arena. I want to be brave with my life. And when we make the choice to dare greatly, we sign up to get our asses kicked. We can choose courage or we can choose comfort, but we can?t have both. Not at the same time.?;Brene Brown;https://images5.alphacoders.com/385/thumbbig-385820.webp
?I?m going to be gone one day, and I have to accept that tomorrow isn?t promised. Am I OK with how I?m living today? It?s the only thing I can help. If I didn?t have another one, what have I done with all my todays? Am I doing a good job??;Hayley Williams;https://images8.alphacoders.com/459/thumbbig-459797.webp
?I am experienced enough to do this. I am knowledgeable enough to do this. I am prepared enough to do this. I am mature enough to do this. I am brave enough to do this.?;Alexandria Ocasio-Cortez in Knock Down The House;http://static.demilked.com/wp-content/uploads/2020/08/5f461629ca07a-With-cardboard-cutouts-Im-trying-to-take-sunset-silhouettes-to-the-next-level-5f3ead5765501__880.jpg
?Belief creates the actual fact.?;William James;https://c4.wallpaperflare.com/wallpaper/915/468/47/watching-the-sunset-wallpaper-preview.jpg
?No matter what people tell you, words and ideas can change the world.?;Robin Williams  as John Keating in Dead Poets Society;https://images8.alphacoders.com/459/thumbbig-459797.webp
?I?m not going to continue knocking that old door that doesn?t open for me. I?m going to create my own door and walk through that.?;Ava DuVernay;https://i.pinimg.com/originals/f7/5f/49/f75f4952f4a61e286e41e570b5869361.png
?It is during our darkest moments that we must focus to see the light.?;Aristotle;https://www.danieljoachim.org/wp-content/uploads/2021/12/aristotle-105929516.jpg
?Not having the best situation, but seeing the best in your situation s the key to happiness.?;Marie Forleo;https://c4.wallpaperflare.com/wallpaper/915/468/47/watching-the-sunset-wallpaper-preview.jpg
?Believe you can and you?re halfway there.?;Theodore Roosevelt;https://images5.alphacoders.com/385/thumbbig-385820.webp
?Weaknesses are just strengths in the wrong environment.?;Marianne Cantwell;https://i.pinimg.com/originals/f7/5f/49/f75f4952f4a61e286e41e570b5869361.png
?Just don?t give up trying to do what you really want to do. Where there is love and inspiration, I don?t think you can go wrong.?;Ella Fitzgerald;https://images8.alphacoders.com/459/thumbbig-459797.webp
?Silence is the last thing the world will ever hear from me.?;Marlee Matlin;https://i.pinimg.com/originals/f7/5f/49/f75f4952f4a61e286e41e570b5869361.png
?In a gentle way, you can shake the world.?;Mahatma Gandhi;https://live.staticflickr.com/4173/34595734765_3b67fc4957_b.jpg
?Everyone has inside of him a piece of good news. The good news is that you don?t know how great you can be! How much you can love! What you can accomplish! And what your potential is!?;Anne Frank;https://c4.wallpaperflare.com/wallpaper/915/468/47/watching-the-sunset-wallpaper-preview.jpg
?All you need is the plan, the road map, and the courage to press on to your destination.?;Earl Nightingale;http://static.demilked.com/wp-content/uploads/2020/08/5f461629ca07a-With-cardboard-cutouts-Im-trying-to-take-sunset-silhouettes-to-the-next-level-5f3ead5765501__880.jpg
?I care about decency and humanity and kindness. Kindness today is an act of rebellion.?;Pink;https://images5.alphacoders.com/385/thumbbig-385820.webp
?If you have good thoughts they will shine out of your face like sunbeams and you will always look lovely.?;Roald Dahl;https://i.pinimg.com/originals/f7/5f/49/f75f4952f4a61e286e41e570b5869361.png
